institution_code,institution_name,city,state,latitude,longitude,zip_code
2205,Niagara Falls Mem Med Ctr,Niagara Falls,NY,43.108525,-78.985958,14304
2206,Albert Einstein Healthcare Network,Philadelphia,PA,39.952756,-75.166853,19103
2207,Cayuga Med Ctr,Ithaca,NY,42.439687,-76.496695,14850
2208,Fairfield Med Ctr,Lancaster,OH,39.713743,-82.601929,43130
2209,Puyallup Tribal Health Authority,Tacoma,WA,47.241656,-122.42001,98421
2210,St. Joseph's Hospital,Tacoma,WA,47.255127,-122.442003,98402
2211,HCA Gulf Coast Ed Consortium,Houston,TX,29.760496,-95.363433,77002
2213,UHS So California Med Ed Consortium,Temecula,CA,33.493397,-117.1488,92590
2247,Northwestern McGaw/NMH/VA,Chicago,IL,42.056225,-87.67717,60201
2267,U IL-Methodist Med Ctr,Peoria,IL,40.691812,-89.589548,61602
2268,U Illinois COM-Rockford,Rockford,IL,42.271782,-89.095819,61101
2327,Central Maine Med Ctr,Lewiston,ME,44.097602,-70.216911,04240
2436,Michigan St Univ CHM-East Lansing,Lansing,MI,42.96907,-85.63972,49503
2446,Meadville Med Ctr,Meadville,PA,41.638702,-80.152468,16335
2520,Eastern Maine Med Ctr,Bangor,ME,44.801616,-68.771305,04401
2530,Bon Secours Health System,Midlothian,VA,37.464178,-77.660777,23114
2599,Creedmoor Psych Ctr,Queens Village,NY,44.379147,-64.365204,11700
2640,SW Oklahoma Family Med,Lawton,OK,34.604061,-98.396834,73501
2689,Bethesda Hospital,Cincinnati,OH,39.102438,-84.513301,45202
2727,U Oklahoma COM-Tulsa,Tulsa,OK,35.46883,-97.517981,73102
2793,Brown U/Womens & Infants Hosp of,Providence,RI,41.816616,-71.41018,02903
2805,Univ of South Dakota SSOM,Sioux Falls,SD,43.545999,-96.726776,57104
2835,U Texas Southwestern Med Sch-Dallas,Dallas,TX,32.82138,-96.836494,75235
2912,Baptist Health Madisonville,Madisonville,KY,37.328172,-87.498856,42431
2918,Rutgers-R W Johnson Medical School,New Brunswick,NJ,40.494764,-74.446706,08901
2919,Stony Brook Teach Hosps,Stony Brook,NY,40.925521,-73.141305,11790
2920,UIC/Metro Group Hospitals,Chicago,IL,41.881953,-87.632362,60602
2922,SIU SOM & Affil Hosps,Springfield,IL,39.799463,-89.64937,62701
2923,U Texas Med Sch-Houston,Houston,TX,29.760496,-95.363433,77002
2926,Tallahassee Mem Healthcare,Tallahassee,FL,30.513315,-84.239126,32309
2947,U Alabama SOM-Huntsville,Huntsville,AL,34.704243,-86.61872,35805
2948,SIU Carbondale,Carbondale,IL,37.725247,-89.216746,62901
2950,Olive View-UCLA Med Ctr,Sylmar,CA,34.307602,-118.449706,91342
2952,Phoenix Childrens Hospital,Phoenix,AZ,33.530983,-112.065025,85014
2955,U Alabama SOM-Tuscaloosa,Tuscaloosa,AL,33.16663,-87.49734,35405
2956,Maine-Dartmouth Family Med,Augusta,ME,44.314786,-69.774393,04330
2963,St Francis Hosp Ctr,Indianapolis,IN,39.768602,-86.16166,46204
2965,Excela Health Latrobe Hosp,Latrobe,PA,40.315228,-79.395065,15650
2966,Chestnut Hill Hosp,Philadelphia,PA,40.077038,-75.20818,19118
2967,Scottsdale Healthcare-Osborn,Scottsdale,AZ,33.671803,-111.9216,85255
2969,Quad Cities Genesis,Davenport,IA,41.541485,-90.556107,52803
2971,Natividad Med Ctr,Salinas,CA,36.702374,-121.63205,93906
2973,Texas Tech U Affil-Lubbock,Lubbock,TX,33.592335,-101.887886,79415
2978,NYU School Of Medicine,New York,NY,40.642069,-73.908015,11236
2979,Center for Family Medicine,Sioux Falls,SD,43.545999,-96.726776,57104
2980,Eastern VA Med School,Norfolk,VA,36.848182,-76.292937,23510
2984,Research Med Ctr,Kansas City,MO,39.074238,-94.5666,64109
2985,United Hospital Ctr,Bridgeport,WV,39.286652,-80.256066,26330
2992,Wyoming Valley Health-P,Kingston,PA,41.261771,-75.897225,18704
2993,Texas Tech U Affil-Amarillo,Amarillo,TX,35.207498,-101.835785,79101
2998,NYMC-Westchester Med Ctr,Valhalla,NY,40.738186,-73.97414,10010
3001,U Wisconsin SOM and Public Health,Madison,WI,43.075245,-89.478386,53705
3002,UAMS-AHEC-Fayetteville,Fayetteville,AR,35.037019,-78.853325,28312
3003,UAMS-AHEC-Ft Smith,Fort Smith,AR,35.332397,-94.400665,72901
3005,St Mary-Corwin Med Ctr,Pueblo,CO,38.270638,-104.610092,81003
3006,Hinsdale Hospital,Hinsdale,IL,41.801616,-87.927172,60521
3007,Union Hospital,Terre Haute,IN,39.487198,-87.413956,47804
3017,Anderson Area Med Ctr,Anderson,SC,34.504014,-82.650367,29621
3021,Lincoln Med Ed Partnership,Lincoln,NE,39.669655,-75.24112,08062
3022,Siouxland Med Ed Fdn,Sioux City,IA,42.496356,-96.404949,51101
3023,Mountain AHEC,Asheville,NC,35.595523,-82.551925,28801
3027,Community Health Network,Indianapolis,IN,39.768602,-86.16166,46204
3029,Deaconess Hospital,Evansville,IN,37.972965,-87.570699,47708
3030,UCLA Semel Inst for Neurosciene,Los Angeles,CA,34.048051,-118.254187,90014
3033.10009765625,Atlantic Health Sys,Morristown,NJ,40.796932,-74.482049,07960
3033.199951171875,Atlantic Health Sys,Summit,NJ,40.718001,-74.358702,07901
3035,La Crosse-Mayo,La Crosse,WI,43.842716,-91.248215,54603
3036,Dignity Health Northridge Hosp Med Ctr,Northridge,CA,34.23551,-118.536094,91325
3037,La Grange Mem Hosp,La Grange,IL,41.804944,-87.875451,60525
3039,Family Medicine Res of Idaho,Boise,ID,43.615045,-116.202327,83702
3043,JFK Med Ctr,Edison,NJ,40.51267,-74.389149,08817
3045,Chippenham Med Ctr,Richmond,VA,37.614258,-77.498152,23228
3046,Southern Reg AHEC Fam Res,Fayetteville,NC,35.052508,-78.878105,28301
3049,NEOMED Affl Hosps,Akron,OH,39.081962,-84.589853,45204
3050,U Massachusetts Med School,Worcester,MA,42.26089,-71.81844,01609
3053,RFUMS/Chicago Medical School,North Chicago,IL,41.731907,-87.55131,60617
3054,U Kansas SOM-Wichita,Wichita,KS,37.693459,-97.338212,67202
3056,Wright Center for GME,Scranton,PA,41.956543,-80.44742,16443
3057,Vidant Med Ctr/East Carolina Univ,Greenville,NC,35.611534,-77.375184,27834
3059,Central WA Family Med,Yakima,WA,46.59803,-120.482925,98901
3060,St Vincents East,Birmingham,AL,33.508005,-86.788713,35205
3061,Selma Fam Med Res,Selma,AL,32.407789,-87.019914,36701
3062,UAMS-AHEC-Pine Bluff,Pine Bluff,AR,34.216339,-92.013543,71601
3063,Ft Collins Fam Med,Fort Collins,CO,40.587093,-105.07712,80524
3064,St Elizabeth Med Ctr,Utica,NY,43.101445,-75.231169,13502
3065,Lynchburg Fam Med Res,Lynchburg,VA,37.414018,-79.141555,24504
3066,Marshall University SOM,Huntington,WV,38.407523,-82.369507,25705
3067,So Nassau Comm Hosp,Oceanside,NY,40.64286,-73.640034,11572
3069,St Marys Hospital,Grand Junction,CO,43.43593,-80.51411,81501
3070,UAMS-AHEC-Texarkana,Texarkana,AR,33.439631,-93.977637,71854
3072,McAllen Med Ctr,Mcallen,TX,26.198004,-98.277452,78501
3073,Tulane Univ SOM,New Orleans,LA,29.964857,-90.086136,70119
3079,Northeast Iowa Med Ed Fdn,Waterloo,IA,42.498338,-92.333973,50703
3080,Mercy Med Ctr-Merced,Merced,CA,37.303979,-120.48371,95340
3081,Mercy Med Ctr-Redding,Redding,CA,40.587679,-122.392282,96001
3082,Montgomery Fam Med Res,Montgomery,AL,32.381405,-86.382675,36108
3084,Virtua Family Med,Voorhess,NJ,39.851234,-74.961313,08043
3086,Tacoma Family Med,Tacoma,WA,47.19899,-122.37052,98443
3087,Forbes Family Medicine,Monroeville,PA,40.389324,-79.753272,15146
3088,Wichita Falls Family,Wichita Falls,TX,33.900175,-98.501835,76301
3089,Univ of Wyoming-Casper,Casper,WY,42.850082,-106.325188,82601
3099,University at Buffalo SOM,Buffalo,NY,42.886791,-78.878646,14202
3110,Michigan St Univ-Flint Med Ed,Flint,MI,42.96907,-85.63972,49503
3112,Lemuel Shattuck Hosp,Boston,MA,42.335782,-71.105201,02115
3113,St Barnabas Hosp,Bronx,NY,40.770811,-74.352613,07039
3116,Woodhull Med Ctr,Brooklyn,NY,40.738186,-73.97414,10010
3118,Good Samaritan Hosp,Baltimore,MD,39.289643,-76.612299,21202
3120,Harvard South Shore,Brockton,MA,45.768722,-63.319585,02301
3124,Texas Tech U Affil-Permian Basin,Odessa,TX,31.847454,-102.368996,79761
3125,St Vincents Med Ctr,Jacksonville,FL,30.326472,-81.65535,32202
3128,Hosp For Special Surg,New York,NY,40.712749,-74.005994,10007
3131,UIC/Illinois Masonic FMR,Chicago,IL,41.674274,-87.624948,60628
3132,Valley Med Ctr,Renton,WA,47.479682,-122.205452,98057
3153,Einstein/Montefiore Med Ctr,Bronx,NY,40.738186,-73.97414,10010
3155,Creighton-Nebraska Hlth Fnd,Omaha,NE,41.2456,-95.9333,68108
3167,Cox Medical Centers,Springfield,MO,37.208835,-93.292489,65806
3170,Brown Univ Psych Res,Providence,RI,41.823098,-71.41099,02903
3172,Jacobi Med Ctr/Einstein,Bronx,NY,40.738186,-73.97414,10010
3173,Childrens Hosp-Orange Co,Orange,CA,33.78788,-117.852422,92866
3184,Johns Hopkins Bloomberg SPH,Baltimore,MD,39.27262,-76.6141,21230
3185,Crozer-Chester Med Ctr,Upland,PA,39.857538,-75.382128,19015
3187,Clinton Memorial Hosp,Cleveland,OH,41.48627,-81.82269,44107
3191,MedStar National Rehab Hosp,Washington,DC,38.884362,-77.039271,20024
3192,In His Image Family Med,Tulsa,OK,36.15286,-95.989398,74103
3194,Seton Hall Univ Sch of Health & Med Sci,South Orange,NJ,40.745734,-74.258,07079
3197,Clarkson Family Med Res,Omaha,NE,41.256568,-95.940959,68102
3198,Providence St Peter Hospital,Olympia,WA,47.044908,-122.90169,98501
3199,INOVA Fairfax Hospital,Falls Church,VA,38.883325,-77.081572,22211
3200,Mayo Clinic School of Grad Med Educ,Scottsdale,AZ,33.496821,-111.92618,85251
3211,St Peters University Hosp,New Brunswick,NJ,40.494764,-74.446706,08901
3620,Kaiser Permanente-Riverside,Riverside,CA,33.990507,-117.35124,92507
3625,UC San Francisco-East Bay,Oakland,CA,37.779238,-122.419359,94103
3626,U Texas HSC-Tyler,Tyler,TX,32.35164,-95.300644,75702
3722,Mercy Health System,Janesville,WI,42.681911,-89.021354,53545
3795,O'Connor Hospital,San Jose,CA,37.336157,-121.890608,95113
